Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,34,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificialwaxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis o",1,No Quantity,,,,,,,2534363603,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,34,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificialwaxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis o",1,No Quantity,,,,,,,2745198931,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,1,No Quantity,,,,,,,1870831094,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,1,No Quantity,,,,,,,2250469383,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,1,No Quantity,,,,,,,1800380461,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,1,No Quantity,,,,,,,2086712934,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,1,No Quantity,,,,,,,2377947881,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1,No Quantity,,,,,,,623171594,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1,No Quantity,,,,,,,585245181,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1,No Quantity,,,,,,,559021575,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1,No Quantity,,,,,,,660771362,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1,No Quantity,,,,,,,689022246,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,37,Photographic or cinematographic goods,1,No Quantity,,,,,,,2069076569,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,37,Photographic or cinematographic goods,1,No Quantity,,,,,,,1955342164,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,37,Photographic or cinematographic goods,1,No Quantity,,,,,,,1577626438,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,37,Photographic or cinematographic goods,1,No Quantity,,,,,,,1742663778,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,37,Photographic or cinematographic goods,1,No Quantity,,,,,,,1838089869,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,38,Miscellaneous chemical products,1,No Quantity,,,,,,,8924072544,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,38,Miscellaneous chemical products,1,No Quantity,,,,,,,10574442118,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,38,Miscellaneous chemical products,1,No Quantity,,,,,,,7593670902,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,38,Miscellaneous chemical products,1,No Quantity,,,,,,,9057386814,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,38,Miscellaneous chemical products,1,No Quantity,,,,,,,11094767807,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,39,Plastics and articles thereof,1,No Quantity,,,,,,,36459733506,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,39,Plastics and articles thereof,1,No Quantity,,,,,,,37712492093,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,39,Plastics and articles thereof,1,No Quantity,,,,,,,29906968165,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,39,Plastics and articles thereof,1,No Quantity,,,,,,,36909554276,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,39,Plastics and articles thereof,1,No Quantity,,,,,,,41407086792,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,40,Rubber and articles thereof,1,No Quantity,,,,,,,19834834927,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,40,Rubber and articles thereof,1,No Quantity,,,,,,,21519683934,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,40,Rubber and articles thereof,1,No Quantity,,,,,,,16255988198,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,40,Rubber and articles thereof,1,No Quantity,,,,,,,22948120464,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,40,Rubber and articles thereof,1,No Quantity,,,,,,,29248047768,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,41,Raw hides and skins(other than furskins) and leather,1,No Quantity,,,,,,,848714675,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,41,Raw hides and skins(other than furskins) and leather,1,No Quantity,,,,,,,723640091,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,41,Raw hides and skins(other than furskins) and leather,1,No Quantity,,,,,,,475158582,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,41,Raw hides and skins(other than furskins) and leather,1,No Quantity,,,,,,,619020085,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,41,Raw hides and skins(other than furskins) and leather,1,No Quantity,,,,,,,638292307,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1,No Quantity,,,,,,,10711610159,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1,No Quantity,,,,,,,10786933709,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1,No Quantity,,,,,,,8556311962,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1,No Quantity,,,,,,,10524277741,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1,No Quantity,,,,,,,11721894420,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,43,Furskins and artificial fur; manufactures thereof,1,No Quantity,,,,,,,355289593,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,43,Furskins and artificial fur; manufactures thereof,1,No Quantity,,,,,,,311817051,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,43,Furskins and artificial fur; manufactures thereof,1,No Quantity,,,,,,,247801105,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,43,Furskins and artificial fur; manufactures thereof,1,No Quantity,,,,,,,312554624,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,43,Furskins and artificial fur; manufactures thereof,1,No Quantity,,,,,,,369555958,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,,,,,20062680178,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,,,,,15182757043,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,,,,,10501016928,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,,,,,12193618084,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,,,,,11982385365,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,45,Cork and articles of cork,1,No Quantity,,,,,,,251014802,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,45,Cork and articles of cork,1,No Quantity,,,,,,,279467264,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,45,Cork and articles of cork,1,No Quantity,,,,,,,215415596,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,45,Cork and articles of cork,1,No Quantity,,,,,,,225033170,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,45,Cork and articles of cork,1,No Quantity,,,,,,,246828246,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1,No Quantity,,,,,,,532184348,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1,No Quantity,,,,,,,499412477,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1,No Quantity,,,,,,,389757432,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1,No Quantity,,,,,,,446218984,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1,No Quantity,,,,,,,523803171,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,1,No Quantity,,,,,,,3902715719,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,1,No Quantity,,,,,,,4177888581,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,1,No Quantity,,,,,,,2557340811,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,1,No Quantity,,,,,,,4042603163,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,1,No Quantity,,,,,,,4176528380,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",1,No Quantity,,,,,,,19348958955,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",1,No Quantity,,,,,,,19447866668,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",1,No Quantity,,,,,,,15563130267,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",1,No Quantity,,,,,,,16539108126,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",1,No Quantity,,,,,,,17051646321,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1,No Quantity,,,,,,,5485258533,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1,No Quantity,,,,,,,5331320524,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1,No Quantity,,,,,,,4133329080,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1,No Quantity,,,,,,,4498303790,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1,No Quantity,,,,,,,4385152017,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,50,Silk,1,No Quantity,,,,,,,294890914,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,50,Silk,1,No Quantity,,,,,,,254919574,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,50,Silk,1,No Quantity,,,,,,,149068407,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,50,Silk,1,No Quantity,,,,,,,162325926,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,50,Silk,1,No Quantity,,,,,,,185766184,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1,No Quantity,,,,,,,338921825,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1,No Quantity,,,,,,,315522546,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1,No Quantity,,,,,,,209012321,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1,No Quantity,,,,,,,246890755,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1,No Quantity,,,,,,,294882593,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,52,Cotton,1,No Quantity,,,,,,,1400134644,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,52,Cotton,1,No Quantity,,,,,,,1219407263,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,52,Cotton,1,No Quantity,,,,,,,861943877,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,52,Cotton,1,No Quantity,,,,,,,1135110514,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,52,Cotton,1,No Quantity,,,,,,,1305702542,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1,No Quantity,,,,,,,265300484,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1,No Quantity,,,,,,,304926264,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1,No Quantity,,,,,,,144518129,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1,No Quantity,,,,,,,185484809,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1,No Quantity,,,,,,,225592295,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,54,Man-made filaments; strip and the like of man-made textile materials,1,No Quantity,,,,,,,2324525268,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,54,Man-made filaments; strip and the like of man-made textile materials,1,No Quantity,,,,,,,2220946923,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,54,Man-made filaments; strip and the like of man-made textile materials,1,No Quantity,,,,,,,1672396879,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,54,Man-made filaments; strip and the like of man-made textile materials,1,No Quantity,,,,,,,2059030058,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,54,Man-made filaments; strip and the like of man-made textile materials,1,No Quantity,,,,,,,2357945161,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,55,Man-made staple fibres,1,No Quantity,,,,,,,1901544953,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,55,Man-made staple fibres,1,No Quantity,,,,,,,1838905246,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,55,Man-made staple fibres,1,No Quantity,,,,,,,1284520865,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,55,Man-made staple fibres,1,No Quantity,,,,,,,1687862178,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,55,Man-made staple fibres,1,No Quantity,,,,,,,1987945780,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",1,No Quantity,,,,,,,1601847966,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",1,No Quantity,,,,,,,1605164824,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",1,No Quantity,,,,,,,1333757276,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",1,No Quantity,,,,,,,1624668395,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",1,No Quantity,,,,,,,1764791920,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,57,Carpets and other textile floor coverings,1,No Quantity,,,,,,,2240037329,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,57,Carpets and other textile floor coverings,1,No Quantity,,,,,,,2028160912,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,57,Carpets and other textile floor coverings,1,No Quantity,,,,,,,1571576164,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,57,Carpets and other textile floor coverings,1,No Quantity,,,,,,,1848136918,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,57,Carpets and other textile floor coverings,1,No Quantity,,,,,,,2025800512,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1,No Quantity,,,,,,,842227510,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1,No Quantity,,,,,,,772608056,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1,No Quantity,,,,,,,581890483,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1,No Quantity,,,,,,,682580176,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1,No Quantity,,,,,,,748913389,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1,No Quantity,,,,,,,1689158819,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1,No Quantity,,,,,,,1739177671,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1,No Quantity,,,,,,,1531695746,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1,No Quantity,,,,,,,1971060529,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1,No Quantity,,,,,,,2203782817,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,60,Knitted or crocheted fabrics,1,No Quantity,,,,,,,935861787,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,60,Knitted or crocheted fabrics,1,No Quantity,,,,,,,834908711,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,60,Knitted or crocheted fabrics,1,No Quantity,,,,,,,695744914,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,60,Knitted or crocheted fabrics,1,No Quantity,,,,,,,780298249,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,60,Knitted or crocheted fabrics,1,No Quantity,,,,,,,902294944,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,61,"Articles of apparel and clothing accessories, knitted or crocheted",1,No Quantity,,,,,,,39650950533,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,61,"Articles of apparel and clothing accessories, knitted or crocheted",1,No Quantity,,,,,,,39028121400,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,61,"Articles of apparel and clothing accessories, knitted or crocheted",1,No Quantity,,,,,,,34668151912,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,61,"Articles of apparel and clothing accessories, knitted or crocheted",1,No Quantity,,,,,,,39949252910,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,61,"Articles of apparel and clothing accessories, knitted or crocheted",1,No Quantity,,,,,,,43285857103,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,62,"Articles of apparel and clothing accessories, not knitted or crocheted",1,No Quantity,,,,,,,39269255618,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,62,"Articles of apparel and clothing accessories, not knitted or crocheted",1,No Quantity,,,,,,,37335434601,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,62,"Articles of apparel and clothing accessories, not knitted or crocheted",1,No Quantity,,,,,,,32127204791,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,62,"Articles of apparel and clothing accessories, not knitted or crocheted",1,No Quantity,,,,,,,35696559638,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,62,"Articles of apparel and clothing accessories, not knitted or crocheted",1,No Quantity,,,,,,,38246890554,,,0
H3,2007,2007,2007,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1,No Quantity,,,,,,,11229657177,,,0
H3,2008,2008,2008,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1,No Quantity,,,,,,,11010308622,,,0
H3,2009,2009,2009,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1,No Quantity,,,,,,,9908282264,,,0
H3,2010,2010,2010,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1,No Quantity,,,,,,,11856454468,,,0
H3,2011,2011,2011,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1,No Quantity,,,,,,,12464556386,,,0
